Hawk Frame ID,SSP Frame ID,Screen count,Name,Publisher,Latitude,Longitude,Estimated address,City,Zipcode,Country,Width,Height,Format name,Environment,Contacts (weekly),Creative type,Video min duration,Video max duration,Certification
viooh:JCDECAUX_GB:1234933628,JCDECAUX_GB:1234933628,,,JCDECAUX_GB,51.505883,-0.104318,"230 Blackfriars Rd, London SE1 8NW, UK",London,SE1 8NW,United Kingdom,1080,1920,,outdoor.urban_panels,117415.85847600002,banner,,12.0,
viooh:JCDECAUX_GB:1234933631,JCDECAUX_GB:1234933631,,,JCDECAUX_GB,51.479914,-0.140192,"41 Battersea Park Rd, Nine Elms, London SW8 5AL, UK",London,SW8 5AL,United Kingdom,1080,1920,,outdoor.urban_panels,145655.25599049998,banner,,12.0,
viooh:JCDECAUX_GB:1234933634,JCDECAUX_GB:1234933634,,,JCDECAUX_GB,53.409736,-2.994789,"616c Old Hall St, Liverpool L3 9LQ, UK",Liverpool,L3 9LQ,United Kingdom,1080,1920,,outdoor.urban_panels,35248.531331075006,banner,,12.0,
viooh:JCDECAUX_GB:1234933636,JCDECAUX_GB:1234933636,,,JCDECAUX_GB,53.403821,-2.9769,"43 Renshaw St, Liverpool L1 2SF, UK",Liverpool,L1 2SF,United Kingdom,1080,1920,,outdoor.urban_panels,87871.1762727499,banner,,12.0,
viooh:JCDECAUX_GB:1234933638,JCDECAUX_GB:1234933638,,,JCDECAUX_GB,51.45814,-2.58745,"6 Broadmead, Bristol BS1 3HH, UK",Bristol,BS1 3HH,United Kingdom,1080,1920,,outdoor.urban_panels,67978.80992432506,banner,,12.0,
viooh:JCDECAUX_GB:1234933637,JCDECAUX_GB:1234933637,,,JCDECAUX_GB,51.456776,-2.586903,LAND AT CABOT CIRCUS,Bristol,BS1 3BZ,England,1080,1920,,outdoor.urban_panels,62288.99106435002,banner,,12.0,
viooh:JCDECAUX_GB:1234933635,JCDECAUX_GB:1234933635,,,JCDECAUX_GB,53.405077,-2.976879,"66 Brownlow Hill, Liverpool L3 5RE, UK",Liverpool,L3 5RE,United Kingdom,1080,1920,,outdoor.urban_panels,66856.35525312503,banner,,12.0,
viooh:JCDECAUX_GB:1234933639,JCDECAUX_GB:1234933639,,,JCDECAUX_GB,51.457548,-2.59172,"60 Union St, Broadmead, Bristol BS1 2DL, UK",Bristol,BS1 2DL,United Kingdom,1080,1920,,outdoor.urban_panels,116817.56339524998,banner,,12.0,
viooh:JCDECAUX_GB:1234933640,JCDECAUX_GB:1234933640,,,JCDECAUX_GB,51.457496,-2.588895,"51 Merchant St, Broadmead, Bristol BS1 3EA, UK",Bristol,BS1 3EA,United Kingdom,1080,1920,,outdoor.urban_panels,136147.37886294996,banner,,12.0,
viooh:JCDECAUX_GB:1234933643,JCDECAUX_GB:1234933643,,,JCDECAUX_GB,51.457172,-2.588679,"28 Merchant St, Broadmead, Bristol BS1 3EP, UK",Bristol,BS1 3EP,United Kingdom,1080,1920,,outdoor.urban_panels,128187.0811081248,banner,,12.0,
viooh:JCDECAUX_GB:1234933642,JCDECAUX_GB:1234933642,,,JCDECAUX_GB,51.45877,-2.58891,"66 The Horsefair, Broadmead, Bristol BS1 3JQ, UK",Bristol,BS1 3JQ,United Kingdom,1080,1920,,outdoor.urban_panels,59077.35266092493,banner,,12.0,
viooh:JCDECAUX_GB:1234933641,JCDECAUX_GB:1234933641,,,JCDECAUX_GB,51.456837,-2.591323,"33 Union St, Bristol BS1 2DJ, UK",Bristol,BS1 2DJ,United Kingdom,1080,1920,,outdoor.urban_panels,36497.37376809997,banner,,12.0,
